country	USA	39.8281	-98.5795
country	CHN	35.8617	104.1954
state	USA/Missouri	37.9642	-91.8318
state	USA/Georgia	32.7782	-83.4329
state	USA/New York	42.7731	-75.6557
state	USA/Tennessee	35.8273	-86.6615
state	USA/Kansas	39.0119	-98.4842
